,Well,Mean Slope,Mean Intercept
0,MPB-28,-0.05758745499430914,1500.3832486242889
1,MPB-30,-0.1308413608152215,1350.296696234741
2,MPB-32,-0.2604720040457136,1105.17095091852
3,MPB-35,-0.46648904781665645,4119.813424263254
4,MPB-37,-0.01037967968933758,514.766708576001
5,MPB-39,-0.06291846620395405,533.6167041401899
