,well,BHP,Fluid_newest,Fluid_lowest,Fluid_median
3,MPG-18,150,731.1247740597197,731.1247740597197,731.1247740597197
3,MPG-18,160,728.0894578032298,728.0894578032298,728.0894578032298
3,MPG-18,170,724.9495205641811,724.9495205641811,724.9495205641811
3,MPG-18,180,721.7049623425736,721.7049623425736,721.7049623425736
3,MPG-18,190,718.355783138407,718.355783138407,718.355783138407
3,MPG-18,200,714.9019829516816,714.9019829516816,714.9019829516816
3,MPG-18,210,711.3435617823974,711.3435617823974,711.3435617823974
3,MPG-18,220,707.6805196305542,707.6805196305542,707.6805196305542
3,MPG-18,230,703.9128564961521,703.9128564961521,703.9128564961521
3,MPG-18,240,700.0405723791912,700.0405723791912,700.0405723791912
3,MPG-18,250,696.0636672796713,696.0636672796713,696.0636672796713
3,MPG-18,260,691.9821411975926,691.9821411975926,691.9821411975926
3,MPG-18,270,687.795994132955,687.795994132955,687.795994132955
3,MPG-18,280,683.5052260857584,683.5052260857584,683.5052260857584
3,MPG-18,290,679.109837056003,679.109837056003,679.109837056003
3,MPG-18,300,674.6098270436888,674.6098270436888,674.6098270436888
3,MPG-18,310,670.0051960488156,670.0051960488156,670.0051960488156
3,MPG-18,320,665.2959440713835,665.2959440713835,665.2959440713835
3,MPG-18,330,660.4820711113925,660.4820711113925,660.4820711113925
3,MPG-18,340,655.5635771688427,655.5635771688427,655.5635771688427
3,MPG-18,350,650.5404622437339,650.5404622437339,650.5404622437339
3,MPG-18,360,645.4127263360664,645.4127263360664,645.4127263360664
3,MPG-18,370,640.1803694458398,640.1803694458398,640.1803694458398
3,MPG-18,380,634.8433915730543,634.8433915730543,634.8433915730543
3,MPG-18,390,629.40179271771,629.40179271771,629.40179271771
3,MPG-18,400,623.8555728798068,623.8555728798068,623.8555728798068
3,MPG-18,410,618.2047320593448,618.2047320593448,618.2047320593448
3,MPG-18,420,612.4492702563239,612.4492702563239,612.4492702563239
3,MPG-18,430,606.5891874707439,606.5891874707439,606.5891874707439
3,MPG-18,440,600.6244837026052,600.6244837026052,600.6244837026052
3,MPG-18,450,594.5551589519075,594.5551589519075,594.5551589519075
3,MPG-18,460,588.3812132186509,588.3812132186509,588.3812132186509
3,MPG-18,470,582.1026465028356,582.1026465028356,582.1026465028356
3,MPG-18,480,575.7194588044613,575.7194588044613,575.7194588044613
3,MPG-18,490,569.231650123528,569.231650123528,569.231650123528
3,MPG-18,500,562.6392204600359,562.6392204600359,562.6392204600359
3,MPG-18,510,555.942169813985,555.942169813985,555.942169813985
3,MPG-18,520,549.140498185375,549.140498185375,549.140498185375
