,Well,ResP,QMax,Avg_fluid,Avg_bhp
0,MPB-28,4000.0,1693.0534369067282,1417.9214285714286,1370.8628687195194
1,MPB-30,1511.111111111111,1503.3886588699338,641.6312499999999,1104.093840133943
2,MPB-32,1155.5555555555557,523.1427758253163,402.2933333333333,493.08642651483694
3,MPB-35,800.0,-7.016491291398486,175.53684210526316,4463.354243281865
4,MPB-37,3288.8888888888887,555.2841273282843,528.857894736842,490.26700196278597
5,MPB-39,800.0,253.81248766825297,180.49999999999997,390.99497145218095
