,well,BHP,Fluid_newest,Fluid_lowest,Fluid_median
2,MPB-32,60,544.5110309103776,606.2951808743937,618.8146967875286
2,MPB-32,70,542.4183200078497,603.9650158949173,616.4364157443575
2,MPB-32,80,540.2036740199595,601.4990801955878,613.9195604233612
2,MPB-32,90,537.8670929467073,598.8973737764054,611.2641308245401
2,MPB-32,100,535.4085767880929,596.15989663737,608.4701269478937
2,MPB-32,110,532.8281255441163,593.2866487784818,605.5375487934226
2,MPB-32,120,530.1257392147777,590.2776301997404,602.4663963611265
2,MPB-32,130,527.3014178000768,587.1328409011462,599.2566696510054
2,MPB-32,140,524.3551613000138,583.852280882699,595.9083686630593
2,MPB-32,150,521.2869697145886,580.4359501443988,592.4214933972881
2,MPB-32,160,518.0968430438013,576.8838486862456,588.796043853692
2,MPB-32,170,514.7847812876519,573.1959765082396,585.032020032271
2,MPB-32,180,511.35078444614027,569.3723336103806,581.129421933025
2,MPB-32,190,507.79485251926644,565.4129199926684,577.0882495559539
2,MPB-32,200,504.11698550703045,561.3177356551034,572.9085029010579
2,MPB-32,210,500.31718340943246,557.0867805976854,568.5901819683369
2,MPB-32,220,496.39544622647225,552.7200548204146,564.133286757791
2,MPB-32,230,492.3517739581498,548.2175583232906,559.53781726942
2,MPB-32,240,488.18616660446526,543.5792911063138,554.803773503224
2,MPB-32,250,483.89862416541865,538.8052531694841,549.9311554592032
2,MPB-32,260,479.4891466410098,533.8954445128013,544.9199631373573
2,MPB-32,270,474.9577340312388,528.8498651362655,539.7701965376864
2,MPB-32,280,470.3043863361056,523.6685150398769,534.4818556601905
2,MPB-32,290,465.52910355561033,518.3513942236352,529.0549405048697
2,MPB-32,300,460.6318856897529,512.8985026875406,523.4894510717239
2,MPB-32,310,455.6127327385333,507.309840431593,517.785387360753
2,MPB-32,320,450.47164470195156,501.58540745579245,511.94274937195723
2,MPB-32,330,445.20862158000756,495.72520376013887,505.9615371053364
2,MPB-32,340,439.82366337270156,489.7292293446325,499.8417505608907
2,MPB-32,350,434.3167700800334,483.59748420927303,493.58338973862004
2,MPB-32,360,428.68794170200295,477.3299683540606,487.18645463852425
2,MPB-32,370,422.9371782386105,470.92668177899526,480.6509452606036
2,MPB-32,380,417.0644796898558,464.3876244840769,473.9768616048579
2,MPB-32,390,411.069846055739,457.71279646930566,467.1642036712873
2,MPB-32,400,404.95327733626,450.9021977346814,460.2129714598916
2,MPB-32,410,398.71477353141887,443.9558282802042,453.123164970671
2,MPB-32,420,392.35433464121564,436.87368810587407,445.8947842036254
2,MPB-32,430,385.8719606656502,429.65577721169086,438.5278291587548
2,MPB-32,440,379.26765160472263,422.3020955976548,431.02229983605923
2,MPB-32,450,372.5414074584329,414.8126432637658,423.3781962355387
2,MPB-32,460,365.69322822678095,407.1874202100237,415.59551835719316
2,MPB-32,470,358.7231139097669,399.4264264364287,407.6742662010226
2,MPB-32,480,351.63106450739076,391.52966194298074,399.6144397670272
2,MPB-32,490,344.41708001965236,383.49712672967985,391.4160390552067
2,MPB-32,500,337.08116044655185,375.32882079652586,383.07906406556117
2,MPB-32,510,329.62330578808917,367.02474414351906,374.6035147980907
2,MPB-32,520,322.04351604426444,358.5848967706593,365.9893912527954
2,MPB-32,530,314.3417912150775,350.00927867794655,357.236693429675
2,MPB-32,540,306.51813130052835,341.2978898653808,348.34542132872957
2,MPB-32,550,298.5725363006171,332.4507303329621,339.3155749499592
2,MPB-32,560,290.50500621534366,323.46780008069044,330.1471542933638
2,MPB-32,570,282.31554104470814,314.3490991085659,320.84015935894354
2,MPB-32,580,274.00414078871034,305.0946274165882,311.3945901466982
2,MPB-32,590,265.5708054473505,295.7043850047577,301.8104466566279
2,MPB-32,600,257.0155350206286,286.1783718730743,292.0877288887327
2,MPB-32,610,248.33832950854435,276.51658802153776,282.22643684301244
2,MPB-32,620,239.53918891109805,266.71903345014834,272.2265705194672
2,MPB-32,630,230.6181132282895,256.7857081589059,262.0881299180969
2,MPB-32,640,221.57510246011887,246.7166121478105,251.81111503890173
2,MPB-32,650,212.41015660658604,236.51174541686217,241.3955258818815
2,MPB-32,660,203.12327566769113,226.1711079660609,230.84136244703637
2,MPB-32,670,193.71445964343405,215.69469979540668,220.14862473436625
2,MPB-32,680,184.1837085338148,205.08252090489947,209.31731274387113
2,MPB-32,690,174.53102233883348,194.33457129453936,198.3474264755511
2,MPB-32,700,164.75640105848996,183.45085096432624,187.238965929406
2,MPB-32,710,154.8598446927842,172.4313599142601,175.9919311054359
2,MPB-32,720,144.84135324171632,161.27609814434098,164.6063220036408
2,MPB-32,730,134.70092670528626,149.98506565456893,153.08213862402073
2,MPB-32,740,124.4385650834941,138.55826244494392,141.4193809665757
2,MPB-32,750,114.05426837633983,126.99568851546603,129.61804903130573
2,MPB-32,760,103.54803658382342,115.29734386613517,117.67814281821082
2,MPB-32,770,92.9198697059448,103.46322849695129,105.59966232729086
2,MPB-32,780,82.16976774270404,91.49334240791445,93.38260755854591
2,MPB-32,790,71.29773069410106,79.3876855990246,81.02697851197594
2,MPB-32,800,60.30375856013602,67.14625807028186,68.53277518758105
2,MPB-32,810,49.187851340808756,54.76905982168609,55.89999758536113
2,MPB-32,820,37.95000903611935,42.25609085323737,43.12864570531623
2,MPB-32,830,26.590231646067796,29.607351164935693,30.218719547446355
