,datetime,tag,value
343,2024-02-02 07:00:00+00:00,MPU_PI_33328,429.9891891891892
344,2024-02-02 07:00:00+00:00,MPU_PI_33329,967.475
345,2024-02-02 07:00:00+00:00,MPU_PI_32231,285.86376666666666
346,2024-02-02 07:00:00+00:00,MPU_PI_32238,262.2485653846154
347,2024-02-02 07:00:00+00:00,MPU_PI_32338,345.32142857142856
348,2024-02-02 07:00:00+00:00,MPU_PI_32320,325.75
349,2024-02-02 07:00:00+00:00,MPU_PI_32236,281.80634251893935
350,2024-02-02 07:00:00+00:00,MPU_PI_32240,271.214031687898
351,2024-02-02 07:00:00+00:00,MPU_PI_32229,331.6112863853503
352,2024-02-02 07:00:00+00:00,MPU_PI_32233,277.808283974359
353,2024-02-02 07:00:00+00:00,MPU_PI_32306,0.0
354,2024-02-02 07:00:00+00:00,MPU_PI_32715,611.9598789473683
355,2024-02-02 07:00:00+00:00,MPU_PI_32727,421.16026515151515
356,2024-02-02 07:00:00+00:00,MPU_PI_33210,651.3860571428571
357,2024-02-02 07:00:00+00:00,MPU_PI_33206,276.82511999999997
358,2024-02-02 07:00:00+00:00,MPU_PI_32717,0.0
359,2024-02-02 07:00:00+00:00,MPU_PI_32729,556.1728798507461
360,2024-02-02 07:00:00+00:00,MPU_PI_33306,407.5560975609756
361,2024-02-02 07:00:00+00:00,MPU_PI_32733,746.4792959183673
362,2024-02-02 07:00:00+00:00,MPU_PI_33228,255.96120000000002
363,2024-02-02 07:00:00+00:00,MPU_PI_33229,265.71505644080423
364,2024-02-02 07:00:00+00:00,MPU_PI_32736,633.5448570873785
365,2024-02-02 07:00:00+00:00,MPU_PI_3305,255.4470226415094
366,2024-02-02 07:00:00+00:00,MPU_PI_32731,674.8147659090909
367,2024-02-02 07:00:00+00:00,MPU_PI_33227,269.4895902439024
368,2024-02-02 07:00:00+00:00,MPU_PI_33310,-3041.7
369,2024-02-02 07:00:00+00:00,MPU_PI_32740,0.0
370,2024-02-02 07:00:00+00:00,MPU_PI_32206,261.14520742637643
371,2024-02-02 07:00:00+00:00,MPU_PI_3205,252.76252878965911
372,2024-02-02 07:00:00+00:00,MPU_PI_31219,222.9624774193548
373,2024-02-02 07:00:00+00:00,MPU_PI_31216,94.23284068370116
374,2024-02-02 07:00:00+00:00,MPU_PI_31218,223.78428558456233
375,2024-02-02 07:00:00+00:00,MPU_PI_31716,1012.6
376,2024-02-02 07:00:00+00:00,MPU_PI_31719,827.2867
377,2024-02-02 07:00:00+00:00,MPU_PI_30302,447.4599236641221
378,2024-02-02 07:00:00+00:00,MPU_PI_30216,252.66101408450706
379,2024-02-02 07:00:00+00:00,MPU_PI_30314,1135.9549180327872
380,2024-02-02 07:00:00+00:00,MPU_PI_31208,262.9812
381,2024-02-02 07:00:00+00:00,MPU_PI_3001,221.39542883959015
382,2024-02-02 07:00:00+00:00,MPU_PI_30214,250.9155
