,well,BHP,Fluid_oldest,Fluid_lowest,Fluid_median
0,MPG-02,1220,507.0815828811326,480.41738858896787,555.6595464357491
0,MPG-02,1230,506.45115312028315,479.8201091183249,554.968722065866
0,MPG-02,1240,505.81734914515215,479.219632861862,554.2742002349814
0,MPG-02,1250,505.1801709557394,478.615959819579,553.5759809430951
0,MPG-02,1260,504.5396185520451,478.0090899914762,552.8740641902074
0,MPG-02,1270,503.895691934069,477.3990233775532,552.1684499763179
0,MPG-02,1280,503.24839110181136,476.7857599778103,551.459138301427
0,MPG-02,1290,502.59771605527203,476.1692997922474,550.7461291655344
0,MPG-02,1300,501.943666794451,475.5496428208645,550.0294225686403
0,MPG-02,1310,501.28624331934833,474.92678906366154,549.3090185107445
0,MPG-02,1320,500.62544562996396,474.3007385206387,548.5849169918471
0,MPG-02,1330,499.9612737262981,473.67149119179584,547.8571180119484
0,MPG-02,1340,499.2937276083504,473.039047077133,547.1256215710478
0,MPG-02,1350,498.62280727612114,472.4034061766501,546.3904276691458
0,MPG-02,1360,497.9485127296102,471.76456849034724,545.6515363062422
0,MPG-02,1370,497.2708439688176,471.12253401822437,544.9089474823369
0,MPG-02,1380,496.5898009937433,470.47730276028153,544.1626611974301
0,MPG-02,1390,495.9053838043874,469.82887471651867,543.4126774515217
0,MPG-02,1400,495.21759240074977,469.17724988693584,542.6589962446117
0,MPG-02,1410,494.5264267828305,468.52242827153304,541.9016175767002
0,MPG-02,1420,493.83188695062967,467.8644098703102,541.1405414477871
0,MPG-02,1430,493.1339729041471,467.20319468326744,540.3757678578723
0,MPG-02,1440,492.4326846433828,466.5387827104046,539.607296806956
0,MPG-02,1450,491.72802216833696,465.8711739517218,538.8351282950381
0,MPG-02,1460,491.0199854790094,465.200368407219,538.0592623221187
0,MPG-02,1470,490.3085745754002,464.5263660768962,537.2796988881976
0,MPG-02,1480,489.59378945750944,463.8491669607535,536.4964379932751
0,MPG-02,1490,488.8756301253369,463.1687710587907,535.7094796373508
0,MPG-02,1500,488.15409657888273,462.485178371008,534.9188238204251
0,MPG-02,1510,487.4291888181468,461.7983888974052,534.1244705424976
0,MPG-02,1520,486.70090684312936,461.1084026379824,533.3264198035687
0,MPG-02,1530,485.9692506538302,460.4152195927397,532.5246716036382
0,MPG-02,1540,485.2342202502494,459.7188397616769,531.7192259427061
0,MPG-02,1550,484.4958156323869,459.0192631447942,530.9100828207723
0,MPG-02,1560,483.75403680024283,458.3164897420915,530.0972422378371
0,MPG-02,1570,483.0088837538171,457.61051955356885,529.2807041939003
0,MPG-02,1580,482.2603564931096,456.90135257922606,528.4604686889618
0,MPG-02,1590,481.5084550181205,456.1889888190634,527.6365357230218
0,MPG-02,1600,480.7531793288497,455.47342827308063,526.8089052960801
0,MPG-02,1610,479.9945294252973,454.754670941278,525.9775774081369
0,MPG-02,1620,479.2325053074632,454.0327168236553,525.1425520591921
0,MPG-02,1630,478.4671069753475,453.30756592021265,524.3038292492458
0,MPG-02,1640,477.69833442895015,452.57921823095,523.461408978298
0,MPG-02,1650,476.92618766827104,451.84767375586733,522.6152912463484
0,MPG-02,1660,476.1506666933103,451.11293249496464,521.7654760533973
0,MPG-02,1670,475.37177150406796,450.37499444824203,520.9119633994446
0,MPG-02,1680,474.58950210054394,449.6338596156994,520.0547532844903
0,MPG-02,1690,473.80385848273824,448.88952799733676,519.1938457085345
0,MPG-02,1700,473.0148406506509,448.14199959315414,518.329240671577
0,MPG-02,1710,472.22244860428196,447.39127440315156,517.460938173618
0,MPG-02,1720,471.4266823436312,446.63735242732895,516.5889382146574
0,MPG-02,1730,470.6275418686989,445.8802336656863,515.7132407946953
0,MPG-02,1740,469.82502717948495,445.1199181182237,514.8338459137316
0,MPG-02,1750,469.01913827598923,444.3564057849411,513.9507535717662
0,MPG-02,1760,468.20987515821196,443.5896966658385,513.0639637687992
0,MPG-02,1770,467.39723782615306,442.819790760916,512.1734765048308
0,MPG-02,1780,466.5812262798125,442.04668807017345,511.2792917798607
0,MPG-02,1790,465.7618405191902,441.27038859361085,510.38140959388903
0,MPG-02,1800,464.93908054428624,440.4908923312283,509.47982994691574
0,MPG-02,1810,464.1129463551006,439.70819928302575,508.5745528389409
0,MPG-02,1820,463.28343795163335,438.9223094490032,507.6655782699645
0,MPG-02,1830,462.4505553338845,438.1332228291607,506.75290623998654
0,MPG-02,1840,461.61429850185397,437.34093942349824,505.83653674900705
0,MPG-02,1850,460.7746674555417,436.5454592320157,504.91646979702585
0,MPG-02,1860,459.9316621949478,435.74678225471314,503.99270538404306
0,MPG-02,1870,459.08528272007226,434.94490849159064,503.06524351005874
0,MPG-02,1880,458.235529030915,434.1398379426481,502.1340841750728
0,MPG-02,1890,457.3824011274762,433.3315706078856,501.19922737908536
0,MPG-02,1900,456.5258990097557,432.5201064873031,500.26067312209625
0,MPG-02,1910,455.6660226777536,431.70544558090074,499.3184214041057
0,MPG-02,1920,454.8027721314697,430.8875878886782,498.3724722251134
0,MPG-02,1930,453.93614737090417,430.06653341063577,497.4228255851196
0,MPG-02,1940,453.06614839605703,429.2422821467733,496.4694814841242
0,MPG-02,1950,452.1927752069282,428.4148340970908,495.5124399221272
0,MPG-02,1960,451.3160278035177,427.5841892615884,494.5517008991286
0,MPG-02,1970,450.4359061858256,426.75034764026594,493.5872644151285
0,MPG-02,1980,449.5524103538518,425.9133092331236,492.61913047012683
0,MPG-02,1990,448.66554030759636,425.0730740401611,491.6472990641235
0,MPG-02,2000,447.7752960470593,424.22964206137874,490.6717701971187
0,MPG-02,2010,446.8816775722405,423.3830132967763,489.6925438691121
0,MPG-02,2020,445.9846848831401,422.5331877463539,488.7096200801042
0,MPG-02,2030,445.084317979758,421.6801654101115,487.7229988300944
0,MPG-02,2040,444.1805768620943,420.8239462880491,486.7326801190833
0,MPG-02,2050,443.27346153014895,419.96453038016676,485.7386639470705
0,MPG-02,2060,442.3629719839218,419.10191768646433,484.740950314056
0,MPG-02,2070,441.44910822341313,418.23610820694205,483.7395392200401
0,MPG-02,2080,440.5318702486228,417.3671019415997,482.7344306650226
0,MPG-02,2090,439.6112580595507,416.4948988904373,481.7256246490034
0,MPG-02,2100,438.687271656197,415.61949905345494,480.7131211719827
0,MPG-02,2110,437.75991103856165,414.74090243065257,479.6969202339604
0,MPG-02,2120,436.8291762066447,413.85910902203034,478.6770218349366
0,MPG-02,2130,435.895067160446,412.9741188275879,477.6534259749111
0,MPG-02,2140,434.9575838999657,412.08593184732564,476.6261326538841
0,MPG-02,2150,434.01672642520373,411.19454808124334,475.5951418718555
0,MPG-02,2160,433.0724947361601,410.2999675293411,474.5604536288253
0,MPG-02,2170,432.12488883283476,409.40219019161873,473.5220679247935
0,MPG-02,2180,431.17390871522775,408.5012160680764,472.4799847597601
0,MPG-02,2190,430.21955438333913,407.59704515871414,471.43420413372513
0,MPG-02,2200,429.2618258371689,406.6896774635319,470.3847260466887
0,MPG-02,2210,428.300723076717,405.7791129825297,469.3315504986506
0,MPG-02,2220,427.33624610198336,404.8653517157074,468.2746774896109
0,MPG-02,2230,426.36839491296814,403.94839366306513,467.2141070195696
0,MPG-02,2240,425.3971695096712,403.02823882460285,466.14983908852673
0,MPG-02,2250,424.4225698920926,402.1048872003206,465.08187369648226
0,MPG-02,2260,423.4445960602324,401.1783387902184,464.01021084343625
0,MPG-02,2270,422.4632480140905,400.24859359429615,462.93485052938865
0,MPG-02,2280,421.478525753667,399.31565161255395,461.8557927543395
0,MPG-02,2290,420.4904292789618,398.3795128449918,460.7730375182888
0,MPG-02,2300,419.4989585899749,397.44017729160953,459.6865848212364
0,MPG-02,2310,418.5041136867064,396.4976449524073,458.59643466318244
0,MPG-02,2320,417.5058945691562,395.55191582738513,457.5025870441269
0,MPG-02,2330,416.50430123732434,394.6029899165429,456.4050419640698
0,MPG-02,2340,415.4993336912109,393.65086721988075,455.3037994230112
0,MPG-02,2350,414.49099193081577,392.69554773739867,454.19885942095095
0,MPG-02,2360,413.4792759561389,391.73703146909645,453.0902219578891
0,MPG-02,2370,412.4641857671804,390.77531841497427,451.97788703382565
0,MPG-02,2380,411.4457213639403,389.81040857503217,450.8618546487607
0,MPG-02,2390,410.4238827464185,388.84230194927,449.74212480269404
0,MPG-02,2400,409.3986699146151,387.87099853768785,448.6186974956259
0,MPG-02,2410,408.37008286852995,386.89649834028575,447.49157272755616
0,MPG-02,2420,407.3381216081632,385.9188013570636,446.36075049848483
0,MPG-02,2430,406.3027861335148,384.9379075880216,445.22623080841197
0,MPG-02,2440,405.2640764445847,383.95381703315945,444.08801365733746
0,MPG-02,2450,404.22199254137297,382.9665296924773,442.94609904526135
0,MPG-02,2460,403.1765344238796,381.97604556597526,441.8004869721837
0,MPG-02,2470,402.12770209210447,380.9823646536531,440.65117743810447
0,MPG-02,2480,401.07549554604776,379.985486955511,439.49817044302364
0,MPG-02,2490,400.01991478570943,378.98541247154895,438.3414659869412
0,MPG-02,2500,398.96095981108937,377.9821412017669,437.18106406985726
0,MPG-02,2510,397.8986306221877,376.97567314616487,436.0169646917717
0,MPG-02,2520,396.8329272190043,375.9660083047428,434.8491678526845
0,MPG-02,2530,395.7638496015393,374.9531466775007,433.67767355259576
0,MPG-02,2540,394.6913977697926,373.9370882644387,432.5024817915055
0,MPG-02,2550,393.6155717237643,372.91783306555664,431.3235925694135
0,MPG-02,2560,392.5363714634544,371.8953810808547,430.14100588632016
0,MPG-02,2570,391.45379698886273,370.86973231033267,428.9547217422251
0,MPG-02,2580,390.3678482999894,369.8408867539907,427.76474013712846
0,MPG-02,2590,389.2785253968344,368.80884441182866,426.5710610710302
0,MPG-02,2600,388.1858282793978,367.7736052838466,425.3736845439304
0,MPG-02,2610,387.0897569476795,366.7351693700446,424.17261055582895
0,MPG-02,2620,385.99031140167955,365.6935366704226,422.967839106726
0,MPG-02,2630,384.887491641398,364.6487071849807,421.7593701966215
0,MPG-02,2640,383.7812976668347,363.60068091371863,420.5472038255152
0,MPG-02,2650,382.6717294779898,362.54945785663676,419.3313399934076
0,MPG-02,2660,381.55878707486323,361.4950380137348,418.1117787002983
0,MPG-02,2670,380.442470457455,360.43742138501284,416.88851994618744
0,MPG-02,2680,379.3227796257651,359.3766079704709,415.6615637310749
0,MPG-02,2690,378.1997145797936,358.312597770109,414.4309100549609
0,MPG-02,2700,377.0732753195404,357.2453907839271,413.1965589178454
0,MPG-02,2710,375.94346184500546,356.17498701192505,411.958510319728
0,MPG-02,2720,374.810274156189,355.10138645410325,410.71676426060935
0,MPG-02,2730,373.67371225309086,354.02458911046136,409.471320740489
0,MPG-02,2740,372.5337761357109,352.9445949809994,408.22217975936695
0,MPG-02,2750,371.3904658040494,351.86140406571747,406.9693413172434
0,MPG-02,2760,370.2437812581063,350.7750163646156,405.71280541411835
0,MPG-02,2770,369.0937224978814,349.6854318776937,404.45257204999155
0,MPG-02,2780,367.940289523375,348.59265060495187,403.1886412248633
0,MPG-02,2790,366.78348233458695,347.4966725463901,401.92101293873355
0,MPG-02,2800,365.62330093151706,346.3974977020082,400.649687191602
0,MPG-02,2810,364.4597453141656,345.29512607180635,399.374663983469
0,MPG-02,2820,363.29281548253255,344.1895576557845,398.0959433143344
0,MPG-02,2830,362.12251143661774,343.08079245394265,396.8135251841982
0,MPG-02,2840,360.94883317642126,341.96883046628074,395.5274095930603
0,MPG-02,2850,359.7717807019432,340.85367169279897,394.23759654092106
0,MPG-02,2860,358.59135401318355,339.73531613349724,392.9440860277802
0,MPG-02,2870,357.40755311014215,338.61376378837537,391.64687805363764
0,MPG-02,2880,356.22037799281907,337.4890146574336,390.34597261849353
0,MPG-02,2890,355.02982866121437,336.36106874067184,389.0413697223479
0,MPG-02,2900,353.8359051153279,335.2299260380899,387.7330693652005
0,MPG-02,2910,352.6386073551599,334.09558654968816,386.4210715470517
0,MPG-02,2920,351.4379353807102,332.9580502754664,385.10537626790125
0,MPG-02,2930,350.23388919197885,331.8173172154247,383.7859835277493
0,MPG-02,2940,349.0264687889658,330.6733873695629,382.4628933265957
0,MPG-02,2950,347.81567417167116,329.52626073788116,381.1361056644405
0,MPG-02,2960,346.60150534009483,328.3759373203794,379.80562054128376
0,MPG-02,2970,345.3839622942368,327.22241711705766,378.4714379571254
0,MPG-02,2980,344.16304503409725,326.065700127916,377.1335579119655
0,MPG-02,2990,342.93875355967583,324.9057863529542,375.79198040580394
0,MPG-02,3000,341.71108787097296,323.7426757921725,374.44670543864095
0,MPG-02,3010,340.48004796798836,322.57636844557084,373.0977330104763
0,MPG-02,3020,339.245633850722,321.4068643131491,371.74506312130995
0,MPG-02,3030,338.00784551917405,320.2341633949074,370.3886957711421
0,MPG-02,3040,336.7666829733445,319.0582656908457,369.02863095997276
0,MPG-02,3050,335.52214621323327,317.87917120096404,367.66486868780174
0,MPG-02,3060,334.27423523884033,316.69687992526235,366.2974089546292
0,MPG-02,3070,333.0229500501658,315.5113918637407,364.92625176045505
0,MPG-02,3080,331.7682906472095,314.322707016399,363.55139710527925
0,MPG-02,3090,330.51025702997157,313.1308253832373,362.1728449891019
0,MPG-02,3100,329.24884919845204,311.93574696425566,360.790595411923
0,MPG-02,3110,327.9840671526508,310.737471759454,359.40464837374253
0,MPG-02,3120,326.715910892568,309.5359997688324,358.0150038745605
0,MPG-02,3130,325.4443804182034,308.33133099239075,356.6216619143768
0,MPG-02,3140,324.1694757295573,307.1234654301292,355.22462249319165
0,MPG-02,3150,322.8911968266295,305.91240308204766,353.82388561100487
0,MPG-02,3160,321.60954370941994,304.69814394814597,352.4194512678164
0,MPG-02,3170,320.3245163779287,303.48068802842437,351.01131946362636
0,MPG-02,3180,319.0361148321559,302.26003532288274,349.5994901984348
0,MPG-02,3190,317.74433907210147,301.03618583152115,348.18396347224166
0,MPG-02,3200,316.4491890977653,299.8091395543396,346.76473928504697
0,MPG-02,3210,315.15066490914757,298.57889649133807,345.3418176368507
0,MPG-02,3220,313.84876650624807,297.34545664251647,343.9151985276528
0,MPG-02,3230,312.54349388906695,296.1088200078749,342.48488195745335
0,MPG-02,3240,311.2348470576042,294.86898658741336,341.05086792625224
0,MPG-02,3250,309.92282601185974,293.6259563811318,339.6131564340496
0,MPG-02,3260,308.60743075183365,292.3797293890302,338.17174748084534
0,MPG-02,3270,307.2886612775258,291.13030561110867,336.7266410666395
0,MPG-02,3280,305.96651758893654,289.8776850473672,335.27783719143224
0,MPG-02,3290,304.6409996860655,288.6218676978058,333.82533585522333
0,MPG-02,3300,303.3121075689127,287.3628535624242,332.36913705801277
0,MPG-02,3310,301.97984123747835,286.1006426412227,330.9092407998006
0,MPG-02,3320,300.6442006917623,284.8352349342012,329.44564708058687
0,MPG-02,3330,299.3051859317646,283.56663044135973,327.9783559003716
0,MPG-02,3340,297.96279695748524,282.2948291626982,326.5073672591547
0,MPG-02,3350,296.6170337689243,281.0198310982168,325.03268115693635
0,MPG-02,3360,295.26789636608146,279.7416362479152,323.5542975937161
0,MPG-02,3370,293.91538474895725,278.4602446117939,322.0722165694946
0,MPG-02,3380,292.55949891755125,277.1756561898524,320.58643808427144
0,MPG-02,3390,291.2002388718635,275.88787098209093,319.0969621380466
0,MPG-02,3400,289.8376046118942,274.5968889885095,317.6037887308202
0,MPG-02,3410,288.4715961376433,273.30271020910806,316.1069178625923
0,MPG-02,3420,287.10221344911076,272.0053346438867,314.6063495333629
0,MPG-02,3430,285.7294565462963,270.70476229284515,313.10208374313163
0,MPG-02,3440,284.3533254292005,269.4009931559838,311.594120491899
0,MPG-02,3450,282.9738200978229,268.0940272333024,310.08245977966476
0,MPG-02,3460,281.59094055216354,266.783864524801,308.5671016064288
0,MPG-02,3470,280.2046867922227,265.4705050304796,307.0480459721914
0,MPG-02,3480,278.81505881800007,264.15394875033826,305.5252928769524
0,MPG-02,3490,277.4220566294958,262.8341956843768,303.99884232071173
0,MPG-02,3500,276.02568022670994,261.5112458325954,302.46869430346953
0,MPG-02,3510,274.6259296096424,260.18509919499417,300.93484882522586
0,MPG-02,3520,273.22280477829315,258.8557557715728,299.3973058859805
0,MPG-02,3530,271.81630573266233,257.5232155623314,297.85606548573355
0,MPG-02,3540,270.40643247274977,256.1874785672701,296.31112762448504
0,MPG-02,3550,268.9931849985556,254.84854478638874,294.76249230223493
0,MPG-02,3560,267.57656331007973,253.50641421968737,293.21015951898323
0,MPG-02,3570,266.1565674073222,252.16108686716606,291.65412927473
0,MPG-02,3580,264.7331972902831,250.81256272882482,290.0944015694752
0,MPG-02,3590,263.3064529589622,249.46084180466346,288.53097640321874
0,MPG-02,3600,261.87633441335976,248.10592409468217,286.96385377596073
0,MPG-02,3610,260.4428416534757,246.7478095988809,285.3930336877012
0,MPG-02,3620,259.0059746793098,245.38649831725957,283.81851613844
0,MPG-02,3630,257.5657334908623,244.0219902498183,282.2403011281772
0,MPG-02,3640,256.1221180881333,242.65428539655701,280.6583886569129
0,MPG-02,3650,254.67512847112255,241.28338375747583,279.07277872464704
0,MPG-02,3660,253.22476463983003,239.90928533257448,277.48347133137946
0,MPG-02,3670,251.771026594256,238.5319901218533,275.89046647711046
0,MPG-02,3680,250.31391433440024,237.15149812531206,274.2937641618398
0,MPG-02,3690,248.8534278602628,235.76780934295076,272.6933643855675
0,MPG-02,3700,247.3895671718437,234.3809237747695,271.08926714829363
0,MPG-02,3710,245.922332269143,232.99084142076833,269.48147245001826
0,MPG-02,3720,244.4517231521606,231.5975622809471,267.8699802907413
0,MPG-02,3730,242.9777398208966,230.20108635530593,266.25479067046274
0,MPG-02,3740,241.50038227535092,228.80141364384474,264.6359035891826
0,MPG-02,3750,240.0196505155235,227.3985441465635,263.0133190469008
0,MPG-02,3760,238.53554454141448,225.99247786346228,261.3870370436175
0,MPG-02,3770,237.04806435302382,224.58321479454114,259.7570575793326
0,MPG-02,3780,235.5572099503515,223.1707549398,258.1233806540462
0,MPG-02,3790,234.06298133339752,221.75509829923882,256.4860062677581
0,MPG-02,3800,232.56537850216188,220.3362448728577,254.8449344204685
0,MPG-02,3810,231.06440145664456,218.9141946606565,253.20016511217725
0,MPG-02,3820,229.56005019684554,217.48894766263533,251.55169834288438
0,MPG-02,3830,228.05232472276495,216.0605038787942,249.89953411259003
0,MPG-02,3840,226.5412250344026,214.62886330913304,248.243672421294
0,MPG-02,3850,225.02675113175863,213.19402595365187,246.58411326899642
0,MPG-02,3860,223.50890301483312,211.75599181235086,244.92085665569738
0,MPG-02,3870,221.98768068362583,210.3147608852297,243.25390258139663
0,MPG-02,3880,220.46308413813685,208.87033317228855,241.5832510460943
0,MPG-02,3890,218.9351133783663,207.42270867352747,239.90890204979044
0,MPG-02,3900,217.40376840431406,205.97188738894639,238.23085559248497
0,MPG-02,3910,215.86904921598017,204.5178693185453,236.54911167417794
0,MPG-02,3920,214.33095581336457,203.0606544623242,234.86367029486925
0,MPG-02,3930,212.78948819646743,201.6002428202832,233.17453145455914
0,MPG-02,3940,211.2446463652886,200.13663439242217,231.48169515324736
0,MPG-02,3950,209.696430319828,198.66982917874108,229.78516139093395
0,MPG-02,3960,208.1448400600858,197.19982717924,228.08493016761898
0,MPG-02,3970,206.589875586062,195.726628393919,226.38100148330247
0,MPG-02,3980,205.03153689775638,194.25023282277786,224.67337533798425
0,MPG-02,3990,203.46982399516926,192.77064046581688,222.9620517316646
0,MPG-02,4000,201.90473687830053,191.28785132303594,221.2470306643434
0,MPG-02,4010,200.33627554715002,189.8018653944349,219.52831213602053
0,MPG-02,4020,198.76444000171782,188.31268268001386,217.80589614669603
0,MPG-02,4030,197.18923024200402,186.82030317977285,216.07978269637
0,MPG-02,4040,195.6106462680086,185.3247268937119,214.3499717850424
0,MPG-02,4050,194.02868807973144,183.82595382183086,212.61646341271316
0,MPG-02,4060,192.44335567717263,182.32398396412987,210.87925757938237
0,MPG-02,4070,190.85464906033226,180.81881732060896,209.13835428505007
0,MPG-02,4080,189.26256822921007,179.31045389126788,207.39375352971604
0,MPG-02,4090,187.66711318380638,177.798893676107,205.6454553133806
0,MPG-02,4100,186.068283924121,176.28413667512606,203.8934596360435
0,MPG-02,4110,184.46608045015387,174.76618288832506,202.13776649770475
0,MPG-02,4120,182.86050276190514,173.24503231570412,200.37837589836448
0,MPG-02,4130,181.25155085937473,171.7206849572632,198.61528783802262
0,MPG-02,4140,179.63922474256285,170.1931408130024,196.84850231667937
0,MPG-02,4150,178.023524411469,168.66239988292133,195.0780193343342
0,MPG-02,4160,176.40444986609373,167.12846216702053,193.3038388909877
0,MPG-02,4170,174.78200110643672,165.59132766529964,191.52596098663955
0,MPG-02,4180,173.15617813249793,164.05099637775862,189.74438562128967
0,MPG-02,4190,171.52698094427757,162.50746830439775,187.9591127949383
0,MPG-02,4200,169.89440954177564,160.9607434452169,186.17014250758547
0,MPG-02,4210,168.2584639249919,159.41082180021598,184.37747475923086
0,MPG-02,4220,166.61914409392656,157.8577033693951,182.58110954987475
0,MPG-02,4230,164.9764500485797,156.30138815275433,180.7810468795172
0,MPG-02,4240,163.3303817889511,154.74187615029348,178.97728674815798
0,MPG-02,4250,161.68093931504075,153.1791673620126,177.1698291557971
0,MPG-02,4260,160.0281226268488,151.61326178791177,175.3586741024347
0,MPG-02,4270,158.37193172437523,150.04415942799093,173.5438215880707
0,MPG-02,4280,156.71236660761988,148.47186028225005,171.72527161270506
0,MPG-02,4290,155.049427276583,146.89636435068928,169.90302417633794
0,MPG-02,4300,153.38311373126447,145.31767163330852,168.07707927896925
0,MPG-02,4310,151.71342597166415,143.73578213010762,166.24743692059883
0,MPG-02,4320,150.04036399778226,142.15069584108684,164.41409710122696
0,MPG-02,4330,148.36392780961873,140.56241276624607,162.5770598208535
0,MPG-02,4340,146.68411740717346,138.97093290558524,160.73632507947835
0,MPG-02,4350,145.0009327904466,137.37625625910448,158.8918928771017
0,MPG-02,4360,143.31437395943806,135.7783828268037,157.04376321372348
0,MPG-02,4370,141.62444091414795,134.17731260868305,155.19193608934378
0,MPG-02,4380,139.93113365457603,132.57304560474222,153.3364115039623
0,MPG-02,4390,138.23445218072254,130.96558181498148,151.47718945757936
0,MPG-02,4400,136.53439649258735,129.3549212394007,149.61426995019474
0,MPG-02,4410,134.83096659017048,127.74106387799993,147.74765298180856
0,MPG-02,4420,133.124162473472,126.12400973077922,145.87733855242084
0,MPG-02,4430,131.41398414249193,124.50375879773857,144.0033266620316
0,MPG-02,4440,129.7004315972301,122.88031107887785,142.1256173106407
0,MPG-02,4450,127.98350483768665,121.25366657419713,140.24421049824824
0,MPG-02,4460,126.2632038638615,119.6238252836964,138.35910622485414
0,MPG-02,4470,124.5395286757547,117.99078720737569,136.4703044904585
0,MPG-02,4480,122.81247927336624,116.35455234523498,134.57780529506124
0,MPG-02,4490,121.08205565669616,114.71512069727432,132.68160863866245
0,MPG-02,4500,119.34825782574441,113.07249226349366,130.7817145212621
0,MPG-02,4510,117.611085780511,111.42666704389299,128.87812294286013
0,MPG-02,4520,115.87053952099592,109.77764503847233,126.97083390345658
0,MPG-02,4530,114.12661904719924,108.12542624723173,125.0598474030515
0,MPG-02,4540,112.37932435912077,106.470010670171,123.14516344164471
0,MPG-02,4550,110.62865545676077,104.8113983072904,121.22678201923647
0,MPG-02,4560,108.87461234011903,103.14958915858975,119.30470313582656
0,MPG-02,4570,107.11719500919561,101.48458322406908,117.37892679141505
0,MPG-02,4580,105.35640346399067,99.81638050372854,115.4494529860021
0,MPG-02,4590,103.59223770450399,98.14498099756793,113.51628171958748
0,MPG-02,4600,101.82469773073565,96.47038470558732,111.57941299217127
0,MPG-02,4610,100.05378354268564,94.79259162778672,109.63884680375348
0,MPG-02,4620,98.27949514035396,93.11160176416611,107.6945831543341
0,MPG-02,4630,96.50183252374067,91.42741511472556,105.74662204391319
0,MPG-02,4640,94.72079569284561,89.7400316794649,103.79496347249055
0,MPG-02,4650,92.93638464766906,88.04945145838441,101.83960744006653
0,MPG-02,4660,91.14859938821078,86.35567445148386,99.88055394664086
0,MPG-02,4670,89.35743991447077,84.65870065876325,97.91780299221352
0,MPG-02,4680,87.56290622644921,82.95853008022277,95.95135457678472
0,MPG-02,4690,85.76499832414595,81.25516271586221,93.98120870035427
0,MPG-02,4700,83.96371620756094,79.54859856568162,92.00736536292217
0,MPG-02,4710,82.15905987669439,77.83883762968112,90.0298245644886
0,MPG-02,4720,80.35102933154617,76.12587990786062,88.04858630505346
0,MPG-02,4730,78.5396245721163,74.40972540022014,86.06365058461671
0,MPG-02,4740,76.72484559840468,72.69037410675958,84.07501740317831
0,MPG-02,4750,74.90669241041147,70.96782602747909,82.08268676073838
0,MPG-02,4760,73.08516500813666,69.24208116237865,80.08665865729694
0,MPG-02,4770,71.26026339157998,67.51313951145805,78.0869330928537
0,MPG-02,4780,69.43198756074183,65.78100107471761,76.08351006740907
0,MPG-02,4790,67.60033751562202,64.04566585215719,74.07638958096285
0,MPG-02,4800,65.76531325622041,62.307133843776626,72.0655716335149
0,MPG-02,4810,63.92691478253732,60.56540504957625,70.05105622506558
0,MPG-02,4820,62.0851420945725,58.82047946955581,68.03284335561459
0,MPG-02,4830,60.23999519232596,57.07235710371532,66.01093302516195
0,MPG-02,4840,58.39147407579781,55.32103795205489,63.985325233707776
0,MPG-02,4850,56.539578744988056,53.5665220145745,61.95601998125208
0,MPG-02,4860,54.68430919989664,51.80880929127413,59.9230172677948
0,MPG-02,4870,52.825665440523366,50.04789978215357,57.88631709333572
0,MPG-02,4880,50.96364746686867,48.28379348721325,55.845919457875326
0,MPG-02,4890,49.09825527893219,46.51649040645282,53.8018243614132
0,MPG-02,4900,47.22948887671411,44.74599053987244,51.75403180394956
0,MPG-02,4910,45.357348260214295,42.972293887472,49.70254178548426
0,MPG-02,4920,43.481833429432946,41.19540044925168,47.6473543060175
0,MPG-02,4930,41.6029443843698,39.415310225211236,45.58846936554902
0,MPG-02,4940,39.72068112502511,37.63202321535091,43.52588696407908
0,MPG-02,4950,37.835043651398756,35.845539419670594,41.45960710160755
0,MPG-02,4960,35.94603196349074,34.05585883817027,39.389629778134434
0,MPG-02,4970,34.053646061300924,32.26298147084983,37.31595499365959
0,MPG-02,4980,32.15788594482957,30.466907317709506,35.23858274818329
0,MPG-02,4990,30.258751614076555,28.667636378749183,33.1575130417054
0,MPG-02,5000,28.35624306904181,26.8651686539688,31.07274587422585
0,MPG-02,5010,26.450360309725518,25.059504143368535,28.984281245744846
0,MPG-02,5020,24.541103336127563,23.25064284694827,26.892119156262254
0,MPG-02,5030,22.628472148247816,21.438584764707887,24.796259605777934
0,MPG-02,5040,20.71246674608653,19.623329896647622,22.69670259429216
0,MPG-02,5050,18.793087129643574,17.804878242767355,20.593448121804798
0,MPG-02,5060,16.87033329891883,15.983229803066969,18.486496188315705
0,MPG-02,5070,14.944205253912543,14.158384577546702,16.37584679382516
0,MPG-02,5080,13.01470299462465,12.330342566206493,14.261499938333094
